2509,3369,2773
IDENTICAL,REFACTORED_MOVE,REFACTORED_RENAME,REFACTORED_INLINE,REFACTORED_EXTRACT,REFACTORED_ARGUMENTS_RENAME,REFACTORED_ARGUMENTS_REORDER,ARGUMENTS_CHANGE_ADD,ARGUMENTS_CHANGE_REMOVE,ARGUMENTS_CHANGE_TYPE_CHANGE,BODY_CHANGE_ONLY,NOT_FOUND
2026,0,0,0,0,0,0,0,0,0,0,0,2026
0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0(1),0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,2(4),0,0,0,0,0,1,1,14
0,0,0,0,0,0(1),0,0,0,0,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0(1),0,0,3,8
11,0,0,0,0,0,0,0,0,0,0,1,12
167,0,0,0,1,0,0,0,0,0,24(84),1,193
76,1,2,0,0,0,0,1,3,1,11,62,157
New methods in new AOSP,New methods in proprietary,New methods in both
1031,344,45(246)
